data,fault
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.58,3_P
-0.58,3_P
-0.58,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.48,3_P
0.48,3_P
0.48,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.21,3_P
0.21,3_P
0.21,3_P
0.21,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.58,3_P
-0.58,3_P
-0.58,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.81,3_P
-0.81,3_P
-0.81,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.699999999999999,3_P
-0.699999999999999,3_P
-0.699999999999999,3_P
-0.699999999999999,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
0.4,3_P
0.4,3_P
0.4,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.44,3_P
0.44,3_P
0.44,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.52,3_P
0.52,3_P
0.52,3_P
0.52,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.21,3_P
0.21,3_P
0.21,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.32,3_P
0.32,3_P
0.32,3_P
0.32,3_P
-0.58,3_P
-0.58,3_P
-0.58,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.28,3_P
0.28,3_P
0.28,3_P
0.28,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.52,3_P
0.52,3_P
0.52,3_P
0.52,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.4,3_P
0.4,3_P
0.4,3_P
0.4,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.52,3_P
0.52,3_P
0.52,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.32,3_P
0.32,3_P
0.32,3_P
0.44,3_P
0.44,3_P
0.44,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.699999999999999,3_P
-0.699999999999999,3_P
-0.699999999999999,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.32,3_P
0.32,3_P
0.32,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.28,3_P
0.28,3_P
0.28,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.99,3_P
0.99,3_P
0.99,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.25,3_P
0.25,3_P
0.25,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.739999999999999,3_P
-0.739999999999999,3_P
-0.739999999999999,3_P
-0.739999999999999,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.6,3_P
0.6,3_P
0.6,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.25,3_P
0.25,3_P
0.25,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.28,3_P
0.28,3_P
0.28,3_P
0.28,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.52,3_P
0.52,3_P
0.52,3_P
0.52,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.4,3_P
0.4,3_P
0.4,3_P
0.4,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.25,3_P
0.25,3_P
0.25,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.32,3_P
0.32,3_P
0.32,3_P
0.32,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.25,3_P
0.25,3_P
0.25,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.21,3_P
0.21,3_P
0.21,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.52,3_P
0.52,3_P
0.52,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
0.28,3_P
0.28,3_P
0.28,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.32,3_P
0.32,3_P
0.32,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.21,3_P
0.21,3_P
0.21,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.4,3_P
0.4,3_P
0.4,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.25,3_P
0.25,3_P
0.25,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.25,3_P
0.25,3_P
0.25,3_P
0.68,3_P
0.68,3_P
0.68,3_P
0.68,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.6,3_P
0.6,3_P
0.6,3_P
0.6,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.48,3_P
0.48,3_P
0.48,3_P
0.48,3_P
0.21,3_P
0.21,3_P
0.21,3_P
0.25,3_P
0.25,3_P
0.25,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.21,3_P
0.21,3_P
0.21,3_P
-0.26,3_P
-0.26,3_P
-0.26,3_P
0.32,3_P
0.32,3_P
0.32,3_P
0.32,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.28,3_P
0.28,3_P
0.28,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.52,3_P
0.52,3_P
0.52,3_P
0.52,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.4,3_P
0.4,3_P
0.4,3_P
0.4,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.0900000000000008,3_P
0.17,3_P
0.17,3_P
0.17,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.659999999999999,3_P
-0.34,3_P
-0.34,3_P
-0.34,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.21,3_P
0.21,3_P
0.21,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
0.21,3_P
0.21,3_P
0.21,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
0.560000000000001,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
0.21,3_P
0.21,3_P
0.21,3_P
0.48,3_P
0.48,3_P
0.48,3_P
0.48,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.149999999999999,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.54,3_P
-0.54,3_P
-0.54,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.4,3_P
0.4,3_P
0.4,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.3,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.0699999999999994,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
0.0500000000000007,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.28,3_P
0.28,3_P
0.28,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.619999999999999,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.5,3_P
-0.5,3_P
-0.5,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.23,3_P
-0.19,3_P
-0.19,3_P
-0.19,3_P
-0.38,3_P
-0.38,3_P
-0.38,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.17,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
0.0100000000000007,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.130000000000001,3_P
0.36,3_P
0.36,3_P
0.36,3_P
0.36,3_P
-0.42,3_P
-0.42,3_P
-0.42,3_P
0.21,3_P
0.21,3_P
0.21,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.0299999999999994,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
-0.46,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
-0.109999999999999,3_P
